isbn13,title,authors,description,categories,tag_clean,thumbnail,average_rating,ratings_count,published_year,num_pages,description_length,book_age,joy,sadness,anger,fear,surprise,disgust,neutral,top_emotions
9781400041985,Pnin,Vladimir Vladimirovich Nabokov,"The National Book Award-nominated classic finds hapless Russian migr Timofey Pnin precariously employed on an American college campus in the 1950s, where he falls victim to subtle academic conspiracies and the manipulations of the narrator. 10,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=A171LVf0WSoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,13190.0,2004,143.0,38,20,0.0073,0.024,0.0056,0.9061,0.0035,0.0059,0.0477,"fear,neutral"
9781400042555,The Plague,Albert Camus,"Brings together a collection of the writer's novels, short stories, and essays, including ""The Plague,"" a tale of survival and resilience in the face of a devastating epidemic, and ""The Fall,"" in which a French lawyer makes an astonishing confession.",Fiction,fiction,http://books.google.com/books/content?id=bY1rswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.34,813.0,2004,656.0,40,20,0.0708,0.0119,0.011,0.3125,0.2106,0.0444,0.3388,"neutral,fear"
9781400043194,Dead Souls,Nikolaĭ Vasilʹevich Gogolʹ,"In this comic classic of Russian literature, Chichikov, an amusing and often confused schemer, buys deceased serfs' names from landlords' poll tax lists hoping to mortgage them for profit.",Fiction,fiction,http://books.google.com/books/content?id=TQrXV-kwBuMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,365.0,2004,445.0,29,20,0.7028,0.0133,0.0106,0.0044,0.0088,0.0969,0.1632,"joy,neutral"
9781400043330,The General in His Labyrinth,Gabriel García Márquez,"Old and ill, General Simon Bolivar reexamines his life--reliving his campaigns, recalling his romances, and revealing himself as a lover, libertine, and fighter--during a seven-month voyage down the Magdalena River.",Fiction,fiction,http://books.google.com/books/content?id=CFUJpkcwN70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,11460.0,2004,248.0,30,20,0.0128,0.3507,0.0073,0.0201,0.0066,0.4196,0.1829,"disgust,sadness"
9781400043460,My Life in France,Julia Child;Alex Prud'homme,"A memoir begun just months before Child's death describes the legendary food expert's years in Paris, Marseille, and Provence and her journey from a young woman from Pasadena who cannot cook or speak any French to the publication of her legendary Mastering cookbooks and her winning the hearts of America as ""The French Chef."" 150,000 first printing.",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=KmuMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,67593.0,2006,302.0,57,18,0.0899,0.0956,0.0051,0.0281,0.3273,0.0066,0.4474,"neutral,surprise"
9781400044160,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Re-creates the 1960s struggle of Biafra to establish an independent republic in Nigeria, following the intertwined lives of the characters through a military coup, the Biafran secession, and the resulting civil war.",Fiction,fiction,http://books.google.com/books/content?id=ubfggYDjbiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,63910.0,2006,433.0,32,18,0.0246,0.0457,0.1375,0.0725,0.0144,0.0869,0.6184,"neutral,anger"
9781400044733,Suite Francaise,Irene Nemirovsky,"A story of life in France under the Nazi occupation includes two parts--""Storm in June,"" set amid the chaotic 1940 exodus from Paris, and ""Dolce,"" set in a German-occupied village rife with resentment, resistance, and collaboration.",Fiction,fiction,http://books.google.com/books/content?id=hGRlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,994.0,2006,395.0,36,18,0.0017,0.0067,0.8568,0.0051,0.0027,0.0569,0.07,"anger,neutral"
9781400044740,Confessions of a French Baker,Peter Mayle;Gerard Auzet,"A behind-the-scenes look at the art of French breadmaking includes sixteen recipes from the award-winning Provencal baker, Gerard Auzet, and includes tips for adapting recipes to the American kitchen.",Cooking,cooking,http://books.google.com/books/content?id=rp4wfvuZ3QoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,389.0,2005,91.0,29,19,0.0891,0.0044,0.0047,0.0014,0.0425,0.0054,0.8525,"neutral,joy"
9781400044870,Imperial Life in the Emerald City,Rajiv Chandrasekaran,"Presents a revealing look at life in Baghdad's Green Zone, the headquarters for the American occupation in Iraq, criticizing the follies and foibles of L. Paul Bremer in the invasion and reconstruction of Iraq.",History,history,http://books.google.com/books/content?id=z270UDYkfeQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,4455.0,2006,320.0,34,18,0.0602,0.0108,0.0093,0.0036,0.0117,0.7207,0.1837,"disgust,neutral"
9781400046843,See No Evil,Unknown,The author discusses his twenty-year career as a CIA operative in the Middle East and examines how the agency's abandonment of its original mission resulted in a failure to acknowledge the growing threat of militant Islamic terrorist groups.,Political Science,political science,http://books.google.com/books/content?id=7da3ii3Hp8QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,3936.0,2002,320.0,38,22,0.0024,0.0962,0.1012,0.5871,0.0044,0.1221,0.0866,"fear,disgust"
9781400047338,Gale Gand's Short + Sweet,Gale Gand;Julia Moskin,"A collection of dessert recipes that can be created with a minimum of ingredients and preparation time includes a variety of classic favorites, restaurant fare, and kid-friendly options, from Carrot Cake and Banana Bisque to Cookieburgers and Peanut Butter Worms. 30,000 first printing.",Cooking,cooking,http://books.google.com/books/content?id=BloJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,23.0,2004,160.0,43,20,0.213,0.0049,0.0052,0.0009,0.0799,0.0039,0.6923,"neutral,joy"
9781400047833,Fugitives and Refugees,Chuck Palahniuk,"An insider takes readers on a walking tour of Portland, Oregon, revealing the city's quirky, cheap, and wild side as he visits unusual museums, offbeat annual festivals and events, scenes of ghostly hauntings, strange local customs, and more. 25,000 first printing.",Travel,travel,http://books.google.com/books/content?id=vvyLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51,8326.0,2003,176.0,41,21,0.0147,0.007,0.0037,0.5887,0.1914,0.0117,0.1829,"fear,surprise"
9781400047864,"Isolde, Queen of the Western Isle",Rosalind Miles,"In the first volume of a trilogy chronicling the lives of star-crossed Celtic lovers Tristan and Isolde, Isolde, a gifted healer and princess destined to inherit the Irish throne from her mother, falls in love with Tristan, nephew of the King of Cornwall, who is embroiled in a war with the Irish queen. Reprint. 35,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=DPzVBAQDoHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65,2218.0,2003,360.0,57,21,0.3013,0.065,0.0469,0.0106,0.0093,0.2244,0.3425,"neutral,joy"
9781400049479,Last Train to Paradise,Les Standiford,"Describes the remarkable and challenging efforts of ambitious entrepreneur Henry Flagler to construct a railway that would connect Key West to the mainland, following the design and engineering of the project, the thousands of workers who brought Flagler's vision to life, and the 1935 hurricane that destroyed the railway. Reprint. 75,000 first printing.",History,history,http://books.google.com/books/content?id=S0uJUvlgHywC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,1644.0,2003,288.0,53,21,0.0403,0.0057,0.0182,0.0195,0.4681,0.004,0.4442,"surprise,neutral"
9781400051533,"The Hedgehog, the Fox, and the Magister's Pox",Stephen Jay Gould,"Draws on the philosophy of seventh century B.C. Greek soldier and poet Archilochus to challenge assumptions about an inescapable conflict between science and the humanities, rebut ideas from Edward O. Wilson's Consilience, and explain why the pursuit of knowledge must always operate in tandem with nature. Reprint. 50,000 first printing.",Science,science,http://books.google.com/books/content?id=4f8v9WDf0ZIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,387.0,2003,288.0,50,21,0.0099,0.0089,0.0191,0.0376,0.0106,0.0113,0.9025,"neutral,fear"
9781400051571,The Last Hours of Ancient Sunlight,Thom Hartmann,"A revised edition of a landmark study offers a passionate, visionary call to enlightened consciousness that combines spiritual thought and ecological principles to promote a positive future for the planet and its inhabitants. Reprint. 15,000 first printing.",Political Science,political science,http://books.google.com/books/content?id=7d4VDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,1341.0,2004,400.0,37,20,0.1054,0.0056,0.0065,0.0019,0.0454,0.0063,0.8289,"neutral,joy"
9781400051731,The Ruby Ring,Diane Haeger,"Seeking refuge in a convent following the untimely death of her lover, master painter Raphael, a penniless Margherita Luti is forced to surrender her ruby engagement ring, a gift from the artist, to a representative of the Pope, in a sensuous historical novel, set during the Italian Renaissance, that chronicles the passionate love affair between the artist and his muse. Reader's Guide included. Original. 25,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=uupUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,1050.0,2005,371.0,67,19,0.0028,0.9461,0.0019,0.0188,0.0028,0.0105,0.0172,"sadness,fear"
9781400052370,Eat This Book,Tyler Florence,"Collects more than 150 recipes, ranging from appetizers to desserts, that emphasize bold, flavorful, and colorful foods that do not require a lot of time or effort to create.",Cooking,cooking,http://books.google.com/books/content?id=nF2PcyCJb0UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,270.0,2005,287.0,29,19,0.0746,0.0041,0.0052,0.0008,0.0253,0.0043,0.8857,"neutral,joy"
9781400052387,Tyler's Ultimate,Tyler Florence,"The popular Food Network chef presents a selection of more than 125 sophisticated but accessible dishes, with recipes that range from Crisp Chicken Wings with Chile-Lime Butter to Grilled Eggplant with Lemon, Yogurt, Pomegranate, and Mint, along with taste-tempting new twists on familiar favorites. 75,000 first printing.",Cooking,cooking,http://books.google.com/books/content?id=cGxOHgpsgX8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,3586.0,2006,256.0,47,18,0.1098,0.0038,0.0047,0.0008,0.0625,0.0038,0.8146,"neutral,joy"
9781400052585,Everyday Italian,Giada De Laurentiis,"Presents techniques of Italian home cookery, including more than one hundred recipes and advice on creating dishes for everyday meals and special occasions.",Cooking,cooking,http://books.google.com/books/content?id=OVscTbz-Bq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,38550.0,2005,256.0,23,19,0.1325,0.003,0.0052,0.0012,0.0278,0.0048,0.8254,"neutral,joy"
9781400052929,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"A facsimile anniversary edition of the best-seller chronicles the off-beat and occasionally extraterrestrial journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent.",Fiction,fiction,http://books.google.com/books/content?id=YOr4SQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,4416.0,2004,215.0,23,20,0.2363,0.0211,0.0065,0.0544,0.0327,0.0111,0.6379,"neutral,joy"
9781400052936,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Chronicles the journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent, accompanied by never-before-published material from the late author's archives as well as commentary by famous fans.",Fiction,fiction,http://books.google.com/books/content?id=D7REPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,210.0,1979,271.0,28,45,0.2859,0.0143,0.0052,0.0186,0.0341,0.012,0.6299,"neutral,joy"
9781400054206,Godless,Ann H. Coulter,"Argues that in spite of declarations from liberals that they are not religious, liberalism has its own set of beliefs that display many attributes commonly found in religion.",Political Science,political science,http://books.google.com/books/content?id=wP_dwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31,2681.0,2006,310.0,28,18,0.0043,0.008,0.0318,0.0028,0.0124,0.0416,0.8993,"neutral,disgust"
9781400054879,Angry Black White Boy,Adam Mansbach,"A suburban white boy obsessed by the subcultures of black art and life, Macon Detornay turns his love of black culture into violence against the white passengers of the cab he drives, an anger that he channels into the creation of the Race Traitor Project, a movement of self-loathing white people, aimed at organizing a National Day of Apology. Original. 20,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=g9xlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.55,607.0,2005,352.0,63,19,0.0015,0.0174,0.822,0.0027,0.002,0.1112,0.0433,"anger,disgust"
9781400062454,The Family that Couldn't Sleep,Daniel T. Max,"Explores prions, enigmatic brain proteins, and their influence on human life, examining the case of an Italian family victimized for two centuries by a fatal familial insomnia, and the links between prions and various brain maladies.",Health & Fitness,health & fitness,http://books.google.com/books/content?id=oKjqwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,4386.0,2006,299.0,36,18,0.0032,0.1764,0.0113,0.1228,0.0198,0.0523,0.6144,"neutral,sadness"
9781400062645,The Secret Society of Demolition Writers,Aimee Bender;Marc Parent,"Short stories capture the lives of such offbeat characters as a delusional schizophrenic, an egg donor with second thoughts, and a young girl who discovers a portal to another, ghostly world.",Fiction,fiction,http://books.google.com/books/content?id=yK1lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.12,126.0,2005,244.0,31,19,0.0321,0.0172,0.008,0.0376,0.0303,0.0873,0.7875,"neutral,disgust"
9781400064663,Peony in Love,Lisa See,"In seventeenth-century China, three women become emotionally involved with The Peony Pavilion, a famed opera rumored to cause lovesickness and even death, including Peony, the cloistered daughter of a wealthy scholar, who succumbs to its spell only to return after her death as a ""hungry ghost"" to haunt her former fianc, who has married another. 175,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=UXKKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,36508.0,2007,273.0,58,17,0.0073,0.047,0.0203,0.7153,0.0167,0.1106,0.0828,"fear,disgust"
9781400064892,The Wild Trees,Richard Preston,"The best-selling author of The Hot Zone takes a close-up look at the world's tallest trees, the coast redwoods that grow only in the coastal regions of California, and at the previously unknown ecosystem that the trees form high in the air in the forest canopy, profiling the scientists and researchers that study this unique, labyrinthine ecological niche. 150,000 first printing.",Nature,nature,http://books.google.com/books/content?id=IWlU7yaIHwcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,5255.0,2007,294.0,61,17,0.0064,0.0043,0.0072,0.0125,0.0966,0.0106,0.8623,"neutral,surprise"
9781400065011,There's a (slight) Chance I Might be Going to Hell,Laurie Notaro,"The first novel from the ""New York Times"" bestselling author of ""The Idiot Girls' Action-Adventure Club,"" this is a rollicking tale of small-town peculiarity, dark secrets, and one extraordinary beauty pageant.",Cities and towns,cities and towns,http://books.google.com/books/content?id=Or9pkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.55,36.0,2007,320.0,31,17,0.4379,0.0098,0.0069,0.1068,0.0857,0.0129,0.34,"joy,neutral"
9781400065554,American Gospel,Jon Meacham,"Author Meacham tells the human story of how the Founding Fathers viewed faith, and how they ultimately created a nation in which belief in God is a matter of choice. At a time when our country seems divided by extremism, this book draws on the past to offer a new perspective. Meacham re-creates the history of a nation grappling with religion and politics--from John Winthrop's ""city on a hill"" sermon to Thomas Jefferson's Declaration of Independence; from a proposed nineteenth-century Christian Amendment to the Constitution to Martin Luther King, Jr.'s call for civil rights; from George Washington to Ronald Reagan. At the heart of the American experiment lies what Benjamin Franklin called ""public religion,"" a God who invests all human beings with inalienable rights while protecting private religion from government interference. It is a great American balancing act, and it has served us well.--From publisher description.",History,history,http://books.google.com/books/content?id=-v2xMy1jkvYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,1788.0,2006,399.0,146,18,0.0114,0.0078,0.0456,0.0828,0.0239,0.0198,0.8087,"neutral,fear"
9781400071579,Scoop,Rene Gutteridge,"As Channel 7 new producer Hugo Talley schemes to boost ratings, his team inadvertently lands a huge story, but an untimely Botox disaster for aging anchorwoman Gilda Braun and the personal convictions of a new assistant, Hayden Hazard, threaten to crush Hugo's dreams of news stardom. Original.",Fiction,fiction,http://books.google.com/books/content?id=rbxWojccV6gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,450.0,2006,352.0,47,18,0.0069,0.181,0.0135,0.7026,0.0253,0.0124,0.0583,"fear,sadness"
9781400075485,Port Mungo,Patrick McGrath,"Pained to see her beloved brother, Jack, fall under the spell of a flamboyant painter, Gin tracks their journeys throughout the world and eventually shares her home in Greenwich Village with them when their waywardness results in the neglect of their two daughters. Reprint. 20,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=MGpnLJJl20gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.32,395.0,2005,242.0,47,19,0.0091,0.9298,0.0213,0.0087,0.0042,0.0169,0.0099,"sadness,anger"
9781400075706,In the Company of Cheerful Ladies,Alexander McCall Smith,"Precious Ramotswe is challenged by a strange intruder at her home, the appearance in her yard of a mysterious pumpkin, troubles at her husband's motorworks, and a vistor who forces her to confront a painful secret from her past.",Fiction,fiction,http://books.google.com/books/content?id=0e7IwAGT79kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,1023.0,2006,256.0,39,18,0.0056,0.675,0.0075,0.1864,0.0329,0.0404,0.0523,"sadness,fear"
9781400075713,Blue Shoes and Happiness,Alexander McCall Smith,"Precious Ramotswe and her assistant, Grace Makutsi, investigate local advice columnist Aunty Emang, who may be linked to trouble at a local medical clinic and the cobra that somehow ended up in Precious's office.",Fiction,fiction,http://books.google.com/books/content?id=j3WkjIRphXEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,21814.0,2007,256.0,34,17,0.0044,0.04,0.0319,0.2308,0.0597,0.0232,0.6101,"neutral,fear"
9781400076192,Saturday,Ian McEwan,"A successful, happily married neurosurgeon, Henry Perowne is drawn into a confrontation with Baxter, a small-time thug, following a minor motor vehicle accident on the way to his regular squash game, an encounter that has savage consequences when Baxter, believing that the doctor has humiliated him, visits the Perowne home that evening during a family reunion. Reader's Guide available. Reprint. 300,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=D70DmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,50926.0,2006,289.0,63,18,0.0024,0.0108,0.3134,0.0125,0.0036,0.6275,0.0298,"disgust,anger"
9781400076581,Collected Poems,Chinua Achebe,"A collection of poetry spanning the full range of the African-born author's acclaimed career has been updated to include seven never-before-published works, as well as much of his early poetry that explores such themes as the African consciousness, the tragedy of Biafra, and the mysteries of human relationships. Original. 20,000 first printing.",Poetry,poetry,http://books.google.com/books/content?id=A2BVoA4ky_YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,200.0,2004,84.0,52,20,0.0289,0.07,0.0022,0.01,0.058,0.0043,0.8265,"neutral,sadness"
9781400076819,The Disappointment Artist,Jonathan Lethem,"Blending elements of reminiscence and cultural commentary, the award-winning author of Motherless Brooklyn presents a series of imaginative essays that address a wide range of cultural obsessions, in such works as ""Defending The Searchers,"" ""Identifying with Your Parents,"" and ""13/1977/21,"" about the summer he saw Star Wars twenty-one times. Reprint. 17,500 first printing.",Literary Collections,literary collections,http://books.google.com/books/content?id=fzPCLnirSOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,1594.0,2006,149.0,53,18,0.0425,0.0043,0.0059,0.0022,0.0432,0.0061,0.8957,"neutral,surprise"
9781400076857,Created In Darkness By Troubled Americans,Dave Eggers,"A selection of top humorous pieces culled from the popular literary magazine includes ""Circumstance Under Which I Would Have Sex with Some of My Fellow Jurors,"" ""Pirate Riddles for Sophisticates,"" and ""The Ten Worst Films of All Time, as Reviewed by Ezra Pound over Italian Radio."" Reprint. 50,000 first printing.",Humor,humor,http://books.google.com/books/content?id=7xk1qkWXV_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,1755.0,2005,249.0,50,19,0.6286,0.0138,0.0256,0.0032,0.0238,0.1921,0.1128,"joy,disgust"
9781400077090,The Sunday Philosophy Club,Alexander McCall Smith,"The editor of The Review of Applied Ethics and an irrepressibly curious lover of puzzles, Isabel Dalhousie decides to investigate when she witnesses the fatal fall of a young man and discovers that he had been probing misdeeds at his brokerage firm, in the first in a new series by the creator of The No. 1 Ladies' Detective Agency. Reader's Guide available. Reprint. 300,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=0huwAO0v41MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.36,15787.0,2005,272.0,66,19,0.0112,0.2217,0.0246,0.2173,0.0342,0.3437,0.1472,"disgust,sadness"
9781400077274,Yellow Dog,Martin Amis,"Explores the complex lives of five very different men, including Xan Meo, a one-time familial paragon who suffers a personality change following a brutal assault, and King Henry IX of England, whose life is complicated by his incapacitated wife, his Chinese mistress, and his fifteen-year-old daughter, the victim of a filmed ""intrusion"" because of her future role as Queen of England. Reprint. 30,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=n6YWT8inJEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.78,1427.0,2005,352.0,65,19,0.0023,0.0505,0.0331,0.0503,0.0206,0.3759,0.4673,"neutral,disgust"
9781400077304,Titan,Ron Chernow,"The author draws on Rockefeller's own papers to provide a biography of the legendary oilman, capitalist, and philanthropist",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=fn9X6JonsgwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,13312.0,2004,832.0,18,20,0.0165,0.0034,0.006,0.0014,0.0206,0.0173,0.9348,"neutral,surprise"
9781400077809,Einstein's Dreams,Alan P. Lightman,Young Albert Einstein's dreams are imagined in a book that joins science and art to ponder such questions as the viscosity and flexibility of time. Reissue.,Fiction,fiction,http://books.google.com/books/content?id=1oSGmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,24345.0,1993,144.0,26,31,0.024,0.0034,0.0053,0.0039,0.0356,0.0101,0.9176,"neutral,surprise"
9781400078004,For Her Own Good,Barbara Ehrenreich;Deirdre English,"An updated history of the experts, largely men, who have given professional advice to women makes the point that this advice has been unscientific, arrogant, biased, and generally self-serving and exposes the myths told to women in the name of science. Original.",History,history,http://books.google.com/books/content?id=Swq2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,2056.0,2005,410.0,42,19,0.0024,0.0166,0.1286,0.0049,0.0076,0.3185,0.5214,"neutral,disgust"
9781400078394,Learned Optimism,Martin E. P. Seligman,"An authority on cognitive psychology and motivation documents the positive effects of optimism on the quality of life and provides a program of specific exercises designed to break the pessimism habit while developing an optimistic outlook. Reprint. 25,000 first printing.",Psychology,psychology,http://books.google.com/books/content?id=JYxIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,13231.0,2006,319.0,40,18,0.2257,0.5093,0.0033,0.0064,0.0249,0.0062,0.2242,"sadness,joy"
9781400078479,Love,Unknown,"The epitome of a group of women's ideals about love, fatherhood, and friendship, wealthy hotel owner Bill Cosey finds his life compromised by his troubled past and his feelings about a spellbinding woman named Celestial. Reader's Guide available. Reprint. 200,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=5awnXj68yHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73,7095.0,2005,224.0,42,19,0.0117,0.6884,0.0078,0.1363,0.0073,0.0322,0.1162,"sadness,fear"
9781400078677,The Island At The Center Of The World,Russell Shorto,"A history of the Dutch role in the establishment of Manhattan discusses the rivalry between England and the Dutch Republic, focusing on the power struggle between Holland governor Peter Stuyvesant and politician Adriaen van der Donck that shaped New York's culture and social freedoms. Reprint. 50,000 first printing.",History,history,http://books.google.com/books/content?id=2oSJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,6593.0,2005,384.0,48,19,0.0122,0.0057,0.0194,0.0092,0.0327,0.0148,0.906,"neutral,surprise"
9781400078745,McSweeney's Enchanted Chamber of Astonishing Stories,Michael Chabon;Michael Mignola,"Presents an anthology of short fiction from the pages of ""McSweeney's,"" with contributions by Roddy Doyle, Stephen King, Jonathan Lethem, Joyce Carol Oates, Peter Straub, Amy Tan, and other distinguished authors.",Fiction,fiction,http://books.google.com/books/content?id=F61lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.53,939.0,2004,328.0,31,20,0.3346,0.0111,0.0076,0.0051,0.0523,0.0126,0.5768,"neutral,joy"
9781400079094,Operating Instructions,Anne Lamott,"A single mother and writer grappling alone with the problems of a newborn baby presents a vivid account of the confusion, joys, sorrows, and struggles of the first year in her son's life. Reprint. 20,000 first printing.",Family & Relationships,family & relationships,http://books.google.com/books/content?id=MiKz2RreyecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,20993.0,2005,251.0,37,19,0.0061,0.9207,0.0027,0.0228,0.0042,0.0088,0.0347,"sadness,neutral"
9781400079179,The Da Vinci Code,Dan Brown,"Harvard symbologist Robert Langdon and French cryptologist Sophie Neveu work to solve the murder of an elderly curator of the Louvre, a case which leads to clues hidden in the works of Da Vinci and a centuries-old secret society.",Fiction,fiction,http://books.google.com/books/content?id=bWdEKNsaMQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,13789.0,2006,489.0,39,18,0.005,0.0744,0.2126,0.2568,0.0085,0.3149,0.1277,"disgust,fear"
9781400079278,Kafka on the Shore,Haruki Murakami,"An unlikely alliance forms between Kafka Tamura, a fifteen-year-old runaway, and the aging Nakata, a man who has never recovered from a wartime affliction, as they embark on a surreal odyssey through a strange, fantastical world.",Fiction,fiction,http://books.google.com/books/content?id=-99yJVAsA5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,206089.0,2006,467.0,36,18,0.0113,0.0062,0.0049,0.5648,0.2826,0.0091,0.1211,"fear,surprise"
9781400079377,Company,Max Barry,"On his first day of training, Stephen Jones, a young recruit, reports to the Zephyr Holding Building, where he finds a company defined by its lack of clarity, a building numbered in reverse, an invisible CEO, and a crisis over the theft of a donut, in a zany satire of corporate life. By the author of Jennifer Government. Reprint. 50,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=UwRwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73,4844.0,2007,338.0,62,17,0.0723,0.0179,0.0169,0.0021,0.0427,0.3043,0.5438,"neutral,disgust"
9781400079490,The Plot Against America,Philip Roth,"In a novel of alternative history, aviation hero Charles A. Lindbergh defeats Franklin Roosevelt in the 1940 presidential election, negotiating an accord with Adolf Hitler and accepting his conquest of Europe and anti-Semitic policies.",Fiction,fiction,http://books.google.com/books/content?id=P-Cd6B0BG8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,31270.0,2005,391.0,34,19,0.0118,0.0089,0.0322,0.0136,0.002,0.8679,0.0636,"disgust,neutral"
9781400079612,Mulliner Nights,Pelham Grenville Wodehouse,"An amiable gentleman, Mr. Mulliner entertains the evening crowd at the Anglers' Rest, a rural English pub, with tales of the preposterous, romantic, and thrilling escapades and misadventures of his near and distant relatives. Reprint. 10,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=Nm2y0O1jUCIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,1144.0,1961,240.0,38,63,0.9433,0.0043,0.0014,0.001,0.0023,0.0103,0.0374,"joy,neutral"
9781400079858,Checkpoint,Nicholson Baker,"From Nicholson Baker, best-selling author ofVoxand the most original writer of his generation, his most controversial novel yet.",Fiction,fiction,http://books.google.com/books/content?id=O2KJ8VcssMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.89,641.0,2005,128.0,18,19,0.1591,0.0224,0.0667,0.0455,0.1696,0.035,0.5017,"neutral,surprise"
9781400083114,Blood Done Sign My Name,Timothy B. Tyson,"The author returns to his hometown of Oxford, North Carolina, to make sense of the thirty-year-old murder of a black man by a Klansman, and the Klansman's subsequent acquittal by an all-white jury.",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=V3SKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,2470.0,2004,368.0,33,20,0.0113,0.1915,0.066,0.009,0.0151,0.4039,0.3032,"disgust,neutral"
